graph,trial_number,trial_type,start,start_node,move,move_direction,cue,cue_node,operator,direction,probe1,probe2,target_node,target,lure,correct,lure_distance,experiment_condition,block,instruction_text,sub_block
graph_1,11,prediction,n/a,n/a,n/a,n/a,stim/leaf blower_a.png,node_1,Zoder,south,stim/tennis ball_a.png,stim/allen wrench_a.png,node_4,stim/allen wrench_a.png,node_6,right,2.0,associative_learning,1,,1.0
graph_1,12,prediction,n/a,n/a,n/a,n/a,stim/allen wrench_a.png,node_4,Eubel,east,stim/guitar amplifier_a.png,stim/television_a.png,node_5,stim/guitar amplifier_a.png,node_3,left,1.0,associative_learning,1,,1.0
graph_1,13,prediction,n/a,n/a,n/a,n/a,stim/guitar amplifier_a.png,node_5,Shog,north,stim/gravy boat_b.png,stim/tennis ball_a.png,node_2,stim/gravy boat_b.png,node_6,left,2.0,associative_learning,1,,1.0
graph_1,14,prediction,n/a,n/a,n/a,n/a,stim/gravy boat_b.png,node_2,Zoder,south,stim/guitar amplifier_a.png,stim/leaf blower_a.png,node_5,stim/guitar amplifier_a.png,node_1,left,1.0,associative_learning,1,,1.0
graph_1,15,prediction,n/a,n/a,n/a,n/a,stim/guitar amplifier_a.png,node_5,Eubel,east,stim/tennis ball_a.png,stim/allen wrench_a.png,node_6,stim/tennis ball_a.png,node_4,left,1.0,associative_learning,1,,1.0
graph_1,16,prediction,n/a,n/a,n/a,n/a,stim/tennis ball_a.png,node_6,Tane,west,stim/gravy boat_b.png,stim/guitar amplifier_a.png,node_5,stim/guitar amplifier_a.png,node_2,right,2.0,associative_learning,1,,1.0
graph_1,17,prediction,n/a,n/a,n/a,n/a,stim/guitar amplifier_a.png,node_5,Tane,west,stim/gravy boat_b.png,stim/allen wrench_a.png,node_4,stim/allen wrench_a.png,node_2,right,2.0,associative_learning,1,,1.0
graph_1,18,prediction,n/a,n/a,n/a,n/a,stim/allen wrench_a.png,node_4,Shog,north,stim/guitar amplifier_a.png,stim/leaf blower_a.png,node_1,stim/leaf blower_a.png,node_5,right,1.0,associative_learning,1,,1.0
graph_1,19,prediction,n/a,n/a,n/a,n/a,stim/leaf blower_a.png,node_1,Eubel,east,stim/guitar amplifier_a.png,stim/gravy boat_b.png,node_2,stim/gravy boat_b.png,node_5,right,2.0,associative_learning,1,,1.0
graph_1,20,prediction,n/a,n/a,n/a,n/a,stim/gravy boat_b.png,node_2,Tane,west,stim/tennis ball_a.png,stim/leaf blower_a.png,node_1,stim/leaf blower_a.png,node_6,right,1.0,associative_learning,1,,1.0
graph_1,21,prediction,n/a,n/a,n/a,n/a,stim/leaf blower_a.png,node_1,Eubel,east,stim/gravy boat_b.png,stim/guitar amplifier_a.png,node_2,stim/gravy boat_b.png,node_5,left,2.0,associative_learning,1,,1.0
graph_1,22,prediction,n/a,n/a,n/a,n/a,stim/gravy boat_b.png,node_2,Eubel,east,stim/television_a.png,stim/leaf blower_a.png,node_3,stim/television_a.png,node_1,left,1.0,associative_learning,1,,1.0
graph_1,23,prediction,n/a,n/a,n/a,n/a,stim/television_a.png,node_3,Tane,west,stim/allen wrench_a.png,stim/gravy boat_b.png,node_2,stim/gravy boat_b.png,node_4,right,3.0,associative_learning,1,,1.0
graph_1,24,prediction,n/a,n/a,n/a,n/a,stim/gravy boat_b.png,node_2,Eubel,east,stim/leaf blower_a.png,stim/television_a.png,node_3,stim/television_a.png,node_1,right,1.0,associative_learning,1,,1.0
graph_1,25,prediction,n/a,n/a,n/a,n/a,stim/television_a.png,node_3,Zoder,south,stim/tennis ball_a.png,stim/allen wrench_a.png,node_6,stim/tennis ball_a.png,node_4,left,2.0,associative_learning,1,,1.0
graph_1,26,prediction,n/a,n/a,n/a,n/a,stim/tennis ball_a.png,node_6,Shog,north,stim/gravy boat_b.png,stim/television_a.png,node_3,stim/television_a.png,node_2,right,2.0,associative_learning,1,,1.0
graph_1,27,prediction,n/a,n/a,n/a,n/a,stim/television_a.png,node_3,Tane,west,stim/gravy boat_b.png,stim/tennis ball_a.png,node_2,stim/gravy boat_b.png,node_6,left,2.0,associative_learning,1,,1.0
graph_1,28,prediction,n/a,n/a,n/a,n/a,stim/gravy boat_b.png,node_2,Eubel,east,stim/television_a.png,stim/guitar amplifier_a.png,node_3,stim/television_a.png,node_5,left,1.0,associative_learning,1,,1.0
graph_1,29,prediction,n/a,n/a,n/a,n/a,stim/television_a.png,node_3,Tane,west,stim/gravy boat_b.png,stim/allen wrench_a.png,node_2,stim/gravy boat_b.png,node_4,left,2.0,associative_learning,1,,1.0
graph_1,30,prediction,n/a,n/a,n/a,n/a,stim/gravy boat_b.png,node_2,Zoder,south,stim/television_a.png,stim/guitar amplifier_a.png,node_5,stim/guitar amplifier_a.png,node_3,right,1.0,associative_learning,1,,1.0
graph_1,31,prediction,n/a,n/a,n/a,n/a,stim/guitar amplifier_a.png,node_5,Shog,north,stim/gravy boat_b.png,stim/television_a.png,node_2,stim/gravy boat_b.png,node_3,left,2.0,associative_learning,1,,1.0
graph_1,32,prediction,n/a,n/a,n/a,n/a,stim/gravy boat_b.png,node_2,Zoder,south,stim/guitar amplifier_a.png,stim/leaf blower_a.png,node_5,stim/guitar amplifier_a.png,node_1,left,1.0,associative_learning,1,,1.0
graph_1,33,prediction,n/a,n/a,n/a,n/a,stim/guitar amplifier_a.png,node_5,Shog,north,stim/television_a.png,stim/gravy boat_b.png,node_2,stim/gravy boat_b.png,node_3,right,2.0,associative_learning,1,,1.0
graph_1,34,prediction,n/a,n/a,n/a,n/a,stim/gravy boat_b.png,node_2,Eubel,east,stim/guitar amplifier_a.png,stim/television_a.png,node_3,stim/television_a.png,node_5,right,1.0,associative_learning,1,,1.0
graph_1,35,prediction,n/a,n/a,n/a,n/a,stim/television_a.png,node_3,Tane,west,stim/gravy boat_b.png,stim/tennis ball_a.png,node_2,stim/gravy boat_b.png,node_6,left,1.0,associative_learning,1,,1.0
graph_1,36,prediction,n/a,n/a,n/a,n/a,stim/gravy boat_b.png,node_2,Tane,west,stim/television_a.png,stim/leaf blower_a.png,node_1,stim/leaf blower_a.png,node_3,right,1.0,associative_learning,1,,1.0
graph_1,37,prediction,n/a,n/a,n/a,n/a,stim/leaf blower_a.png,node_1,Zoder,south,stim/allen wrench_a.png,stim/gravy boat_b.png,node_4,stim/allen wrench_a.png,node_2,left,1.0,associative_learning,1,,1.0
graph_1,38,prediction,n/a,n/a,n/a,n/a,stim/allen wrench_a.png,node_4,Eubel,east,stim/guitar amplifier_a.png,stim/leaf blower_a.png,node_5,stim/guitar amplifier_a.png,node_1,left,1.0,associative_learning,1,,1.0
graph_1,39,prediction,n/a,n/a,n/a,n/a,stim/guitar amplifier_a.png,node_5,Tane,west,stim/tennis ball_a.png,stim/allen wrench_a.png,node_4,stim/allen wrench_a.png,node_6,right,1.0,associative_learning,1,,1.0
graph_1,40,prediction,n/a,n/a,n/a,n/a,stim/allen wrench_a.png,node_4,Shog,north,stim/leaf blower_a.png,stim/guitar amplifier_a.png,node_1,stim/leaf blower_a.png,node_5,left,2.0,associative_learning,1,,1.0
graph_1,41,prediction,n/a,n/a,n/a,n/a,stim/leaf blower_a.png,node_1,Zoder,south,stim/gravy boat_b.png,stim/allen wrench_a.png,node_4,stim/allen wrench_a.png,node_2,right,1.0,associative_learning,1,,1.0
graph_1,42,prediction,n/a,n/a,n/a,n/a,stim/allen wrench_a.png,node_4,Shog,north,stim/leaf blower_a.png,stim/gravy boat_b.png,node_1,stim/leaf blower_a.png,node_2,left,2.0,associative_learning,1,,1.0
graph_1,0,performance_feedback,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,associative_learning,1,,1.0
graph_1,43,prediction,n/a,n/a,n/a,n/a,stim/leaf blower_a.png,node_1,Zoder,south,stim/guitar amplifier_a.png,stim/allen wrench_a.png,node_4,stim/allen wrench_a.png,node_5,right,2.0,associative_learning,1,,2.0
graph_1,44,prediction,n/a,n/a,n/a,n/a,stim/allen wrench_a.png,node_4,Shog,north,stim/leaf blower_a.png,stim/television_a.png,node_1,stim/leaf blower_a.png,node_3,left,2.0,associative_learning,1,,2.0
graph_1,45,prediction,n/a,n/a,n/a,n/a,stim/leaf blower_a.png,node_1,Eubel,east,stim/allen wrench_a.png,stim/gravy boat_b.png,node_2,stim/gravy boat_b.png,node_4,right,1.0,associative_learning,1,,2.0
graph_1,46,prediction,n/a,n/a,n/a,n/a,stim/gravy boat_b.png,node_2,Zoder,south,stim/guitar amplifier_a.png,stim/tennis ball_a.png,node_5,stim/guitar amplifier_a.png,node_6,left,1.0,associative_learning,1,,2.0
graph_1,47,prediction,n/a,n/a,n/a,n/a,stim/guitar amplifier_a.png,node_5,Tane,west,stim/leaf blower_a.png,stim/allen wrench_a.png,node_4,stim/allen wrench_a.png,node_1,right,2.0,associative_learning,1,,2.0
graph_1,48,prediction,n/a,n/a,n/a,n/a,stim/allen wrench_a.png,node_4,Eubel,east,stim/leaf blower_a.png,stim/guitar amplifier_a.png,node_5,stim/guitar amplifier_a.png,node_1,right,1.0,associative_learning,1,,2.0
graph_1,49,prediction,n/a,n/a,n/a,n/a,stim/guitar amplifier_a.png,node_5,Eubel,east,stim/tennis ball_a.png,stim/allen wrench_a.png,node_6,stim/tennis ball_a.png,node_4,left,1.0,associative_learning,1,,2.0
graph_1,50,prediction,n/a,n/a,n/a,n/a,stim/tennis ball_a.png,node_6,Shog,north,stim/television_a.png,stim/guitar amplifier_a.png,node_3,stim/television_a.png,node_5,left,2.0,associative_learning,1,,2.0
graph_1,51,prediction,n/a,n/a,n/a,n/a,stim/television_a.png,node_3,Tane,west,stim/gravy boat_b.png,stim/tennis ball_a.png,node_2,stim/gravy boat_b.png,node_6,left,3.0,associative_learning,1,,2.0
graph_1,52,prediction,n/a,n/a,n/a,n/a,stim/gravy boat_b.png,node_2,Zoder,south,stim/television_a.png,stim/guitar amplifier_a.png,node_5,stim/guitar amplifier_a.png,node_3,right,1.0,associative_learning,1,,2.0
graph_1,53,prediction,n/a,n/a,n/a,n/a,stim/guitar amplifier_a.png,node_5,Tane,west,stim/allen wrench_a.png,stim/gravy boat_b.png,node_4,stim/allen wrench_a.png,node_2,left,1.0,associative_learning,1,,2.0
graph_1,54,prediction,n/a,n/a,n/a,n/a,stim/allen wrench_a.png,node_4,Shog,north,stim/leaf blower_a.png,stim/guitar amplifier_a.png,node_1,stim/leaf blower_a.png,node_5,left,2.0,associative_learning,1,,2.0
graph_1,55,prediction,n/a,n/a,n/a,n/a,stim/leaf blower_a.png,node_1,Zoder,south,stim/television_a.png,stim/allen wrench_a.png,node_4,stim/allen wrench_a.png,node_3,right,1.0,associative_learning,1,,2.0
graph_1,56,prediction,n/a,n/a,n/a,n/a,stim/allen wrench_a.png,node_4,Eubel,east,stim/tennis ball_a.png,stim/guitar amplifier_a.png,node_5,stim/guitar amplifier_a.png,node_6,right,1.0,associative_learning,1,,2.0
graph_1,57,prediction,n/a,n/a,n/a,n/a,stim/guitar amplifier_a.png,node_5,Eubel,east,stim/allen wrench_a.png,stim/tennis ball_a.png,node_6,stim/tennis ball_a.png,node_4,right,1.0,associative_learning,1,,2.0
graph_1,58,prediction,n/a,n/a,n/a,n/a,stim/tennis ball_a.png,node_6,Shog,north,stim/allen wrench_a.png,stim/television_a.png,node_3,stim/television_a.png,node_4,right,3.0,associative_learning,1,,2.0
graph_1,59,prediction,n/a,n/a,n/a,n/a,stim/television_a.png,node_3,Zoder,south,stim/gravy boat_b.png,stim/tennis ball_a.png,node_6,stim/tennis ball_a.png,node_2,right,2.0,associative_learning,1,,2.0
graph_1,60,prediction,n/a,n/a,n/a,n/a,stim/tennis ball_a.png,node_6,Tane,west,stim/leaf blower_a.png,stim/guitar amplifier_a.png,node_5,stim/guitar amplifier_a.png,node_1,right,3.0,associative_learning,1,,2.0
graph_1,61,prediction,n/a,n/a,n/a,n/a,stim/guitar amplifier_a.png,node_5,Eubel,east,stim/tennis ball_a.png,stim/allen wrench_a.png,node_6,stim/tennis ball_a.png,node_4,left,2.0,associative_learning,1,,2.0
graph_1,62,prediction,n/a,n/a,n/a,n/a,stim/tennis ball_a.png,node_6,Shog,north,stim/guitar amplifier_a.png,stim/television_a.png,node_3,stim/television_a.png,node_5,right,3.0,associative_learning,1,,2.0
graph_1,63,prediction,n/a,n/a,n/a,n/a,stim/television_a.png,node_3,Zoder,south,stim/tennis ball_a.png,stim/leaf blower_a.png,node_6,stim/tennis ball_a.png,node_1,left,2.0,associative_learning,1,,2.0
graph_1,64,prediction,n/a,n/a,n/a,n/a,stim/tennis ball_a.png,node_6,Tane,west,stim/television_a.png,stim/guitar amplifier_a.png,node_5,stim/guitar amplifier_a.png,node_3,right,2.0,associative_learning,1,,2.0
graph_1,65,prediction,n/a,n/a,n/a,n/a,stim/guitar amplifier_a.png,node_5,Shog,north,stim/gravy boat_b.png,stim/tennis ball_a.png,node_2,stim/gravy boat_b.png,node_6,left,1.0,associative_learning,1,,2.0
graph_1,66,prediction,n/a,n/a,n/a,n/a,stim/gravy boat_b.png,node_2,Eubel,east,stim/guitar amplifier_a.png,stim/television_a.png,node_3,stim/television_a.png,node_5,right,1.0,associative_learning,1,,2.0
graph_1,67,prediction,n/a,n/a,n/a,n/a,stim/television_a.png,node_3,Zoder,south,stim/tennis ball_a.png,stim/gravy boat_b.png,node_6,stim/tennis ball_a.png,node_2,left,1.0,associative_learning,1,,2.0
graph_1,68,prediction,n/a,n/a,n/a,n/a,stim/tennis ball_a.png,node_6,Tane,west,stim/gravy boat_b.png,stim/guitar amplifier_a.png,node_5,stim/guitar amplifier_a.png,node_2,right,3.0,associative_learning,1,,2.0
graph_1,69,prediction,n/a,n/a,n/a,n/a,stim/guitar amplifier_a.png,node_5,Shog,north,stim/allen wrench_a.png,stim/gravy boat_b.png,node_2,stim/gravy boat_b.png,node_4,right,2.0,associative_learning,1,,2.0
graph_1,70,prediction,n/a,n/a,n/a,n/a,stim/gravy boat_b.png,node_2,Tane,west,stim/tennis ball_a.png,stim/leaf blower_a.png,node_1,stim/leaf blower_a.png,node_6,right,1.0,associative_learning,1,,2.0
graph_1,71,prediction,n/a,n/a,n/a,n/a,stim/leaf blower_a.png,node_1,Eubel,east,stim/television_a.png,stim/gravy boat_b.png,node_2,stim/gravy boat_b.png,node_3,right,2.0,associative_learning,1,,2.0
graph_1,72,prediction,n/a,n/a,n/a,n/a,stim/gravy boat_b.png,node_2,Eubel,east,stim/leaf blower_a.png,stim/television_a.png,node_3,stim/television_a.png,node_1,right,1.0,associative_learning,1,,2.0
graph_1,73,prediction,n/a,n/a,n/a,n/a,stim/television_a.png,node_3,Zoder,south,stim/tennis ball_a.png,stim/gravy boat_b.png,node_6,stim/tennis ball_a.png,node_2,left,2.0,associative_learning,1,,2.0
graph_1,74,prediction,n/a,n/a,n/a,n/a,stim/tennis ball_a.png,node_6,Tane,west,stim/guitar amplifier_a.png,stim/leaf blower_a.png,node_5,stim/guitar amplifier_a.png,node_1,left,3.0,associative_learning,1,,2.0
graph_1,75,prediction,n/a,n/a,n/a,n/a,stim/guitar amplifier_a.png,node_5,Shog,north,stim/gravy boat_b.png,stim/allen wrench_a.png,node_2,stim/gravy boat_b.png,node_4,left,2.0,associative_learning,1,,2.0
graph_1,76,prediction,n/a,n/a,n/a,n/a,stim/gravy boat_b.png,node_2,Tane,west,stim/leaf blower_a.png,stim/tennis ball_a.png,node_1,stim/leaf blower_a.png,node_6,left,1.0,associative_learning,1,,2.0
graph_1,77,prediction,n/a,n/a,n/a,n/a,stim/leaf blower_a.png,node_1,Zoder,south,stim/television_a.png,stim/allen wrench_a.png,node_4,stim/allen wrench_a.png,node_3,right,2.0,associative_learning,1,,2.0
graph_1,78,prediction,n/a,n/a,n/a,n/a,stim/allen wrench_a.png,node_4,Shog,north,stim/leaf blower_a.png,stim/guitar amplifier_a.png,node_1,stim/leaf blower_a.png,node_5,left,1.0,associative_learning,1,,2.0
graph_1,79,prediction,n/a,n/a,n/a,n/a,stim/leaf blower_a.png,node_1,Zoder,south,stim/allen wrench_a.png,stim/tennis ball_a.png,node_4,stim/allen wrench_a.png,node_6,left,1.0,associative_learning,1,,2.0
graph_1,80,prediction,n/a,n/a,n/a,n/a,stim/allen wrench_a.png,node_4,Eubel,east,stim/guitar amplifier_a.png,stim/television_a.png,node_5,stim/guitar amplifier_a.png,node_3,left,1.0,associative_learning,1,,2.0
graph_1,81,prediction,n/a,n/a,n/a,n/a,stim/guitar amplifier_a.png,node_5,Shog,north,stim/gravy boat_b.png,stim/allen wrench_a.png,node_2,stim/gravy boat_b.png,node_4,left,2.0,associative_learning,1,,2.0
graph_1,82,prediction,n/a,n/a,n/a,n/a,stim/gravy boat_b.png,node_2,Eubel,east,stim/television_a.png,stim/leaf blower_a.png,node_3,stim/television_a.png,node_1,left,1.0,associative_learning,1,,2.0
graph_1,83,prediction,n/a,n/a,n/a,n/a,stim/television_a.png,node_3,Tane,west,stim/guitar amplifier_a.png,stim/gravy boat_b.png,node_2,stim/gravy boat_b.png,node_5,right,2.0,associative_learning,1,,2.0
graph_1,84,prediction,n/a,n/a,n/a,n/a,stim/gravy boat_b.png,node_2,Tane,west,stim/television_a.png,stim/leaf blower_a.png,node_1,stim/leaf blower_a.png,node_3,right,1.0,associative_learning,1,,2.0
graph_1,0,performance_feedback,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,associative_learning,1,,2.0
graph_1,85,prediction,n/a,n/a,n/a,n/a,stim/leaf blower_a.png,node_1,Eubel,east,stim/gravy boat_b.png,stim/guitar amplifier_a.png,node_2,stim/gravy boat_b.png,node_5,left,2.0,associative_learning,1,,3.0
graph_1,86,prediction,n/a,n/a,n/a,n/a,stim/gravy boat_b.png,node_2,Eubel,east,stim/leaf blower_a.png,stim/television_a.png,node_3,stim/television_a.png,node_1,right,1.0,associative_learning,1,,3.0
graph_1,87,prediction,n/a,n/a,n/a,n/a,stim/television_a.png,node_3,Zoder,south,stim/gravy boat_b.png,stim/tennis ball_a.png,node_6,stim/tennis ball_a.png,node_2,right,1.0,associative_learning,1,,3.0
graph_1,88,prediction,n/a,n/a,n/a,n/a,stim/tennis ball_a.png,node_6,Shog,north,stim/television_a.png,stim/gravy boat_b.png,node_3,stim/television_a.png,node_2,left,2.0,associative_learning,1,,3.0
graph_1,89,prediction,n/a,n/a,n/a,n/a,stim/television_a.png,node_3,Zoder,south,stim/allen wrench_a.png,stim/tennis ball_a.png,node_6,stim/tennis ball_a.png,node_4,right,3.0,associative_learning,1,,3.0
graph_1,90,prediction,n/a,n/a,n/a,n/a,stim/tennis ball_a.png,node_6,Shog,north,stim/guitar amplifier_a.png,stim/television_a.png,node_3,stim/television_a.png,node_5,right,3.0,associative_learning,1,,3.0
graph_1,91,prediction,n/a,n/a,n/a,n/a,stim/television_a.png,node_3,Zoder,south,stim/tennis ball_a.png,stim/gravy boat_b.png,node_6,stim/tennis ball_a.png,node_2,left,2.0,associative_learning,1,,3.0
graph_1,92,prediction,n/a,n/a,n/a,n/a,stim/tennis ball_a.png,node_6,Shog,north,stim/television_a.png,stim/leaf blower_a.png,node_3,stim/television_a.png,node_1,left,3.0,associative_learning,1,,3.0
graph_1,93,prediction,n/a,n/a,n/a,n/a,stim/television_a.png,node_3,Tane,west,stim/tennis ball_a.png,stim/gravy boat_b.png,node_2,stim/gravy boat_b.png,node_6,right,1.0,associative_learning,1,,3.0
graph_1,94,prediction,n/a,n/a,n/a,n/a,stim/gravy boat_b.png,node_2,Zoder,south,stim/tennis ball_a.png,stim/guitar amplifier_a.png,node_5,stim/guitar amplifier_a.png,node_6,right,1.0,associative_learning,1,,3.0
graph_1,95,prediction,n/a,n/a,n/a,n/a,stim/guitar amplifier_a.png,node_5,Tane,west,stim/television_a.png,stim/allen wrench_a.png,node_4,stim/allen wrench_a.png,node_3,right,2.0,associative_learning,1,,3.0
graph_1,96,prediction,n/a,n/a,n/a,n/a,stim/allen wrench_a.png,node_4,Shog,north,stim/gravy boat_b.png,stim/leaf blower_a.png,node_1,stim/leaf blower_a.png,node_2,right,2.0,associative_learning,1,,3.0
graph_1,97,prediction,n/a,n/a,n/a,n/a,stim/leaf blower_a.png,node_1,Eubel,east,stim/gravy boat_b.png,stim/allen wrench_a.png,node_2,stim/gravy boat_b.png,node_4,left,1.0,associative_learning,1,,3.0
graph_1,98,prediction,n/a,n/a,n/a,n/a,stim/gravy boat_b.png,node_2,Zoder,south,stim/guitar amplifier_a.png,stim/television_a.png,node_5,stim/guitar amplifier_a.png,node_3,left,1.0,associative_learning,1,,3.0
graph_1,99,prediction,n/a,n/a,n/a,n/a,stim/guitar amplifier_a.png,node_5,Tane,west,stim/allen wrench_a.png,stim/tennis ball_a.png,node_4,stim/allen wrench_a.png,node_6,left,2.0,associative_learning,1,,3.0
graph_1,100,prediction,n/a,n/a,n/a,n/a,stim/allen wrench_a.png,node_4,Shog,north,stim/leaf blower_a.png,stim/guitar amplifier_a.png,node_1,stim/leaf blower_a.png,node_5,left,1.0,associative_learning,1,,3.0
graph_1,101,prediction,n/a,n/a,n/a,n/a,stim/leaf blower_a.png,node_1,Eubel,east,stim/gravy boat_b.png,stim/allen wrench_a.png,node_2,stim/gravy boat_b.png,node_4,left,1.0,associative_learning,1,,3.0
graph_1,102,prediction,n/a,n/a,n/a,n/a,stim/gravy boat_b.png,node_2,Tane,west,stim/leaf blower_a.png,stim/tennis ball_a.png,node_1,stim/leaf blower_a.png,node_6,left,1.0,associative_learning,1,,3.0
graph_1,103,prediction,n/a,n/a,n/a,n/a,stim/leaf blower_a.png,node_1,Zoder,south,stim/allen wrench_a.png,stim/gravy boat_b.png,node_4,stim/allen wrench_a.png,node_2,left,1.0,associative_learning,1,,3.0
graph_1,104,prediction,n/a,n/a,n/a,n/a,stim/allen wrench_a.png,node_4,Eubel,east,stim/guitar amplifier_a.png,stim/leaf blower_a.png,node_5,stim/guitar amplifier_a.png,node_1,left,1.0,associative_learning,1,,3.0
